site_name,location_latitude,location_longitude,heading,ec_timestamp
ship_9,30.302692,-15.078869,17.5,2024-05-01 11:03:00.000 +0530
ship_9,30.298796,-15.080201,17.7,2024-05-01 11:02:00.000 +0530
ship_9,30.294806,-15.081584,18,2024-05-01 11:01:00.000 +0530
ship_9,30.290979,-15.082994,18,2024-05-01 11:00:00.000 +0530
ship_9,30.287077,-15.084456,18.1,2024-05-01 10:59:00.000 +0530
ship_9,30.283186,-15.085911,18.4,2024-05-01 10:58:00.000 +0530
ship_9,30.279257,-15.087289,18,2024-05-01 10:57:00.000 +0530
ship_9,30.275291,-15.088688,17.8,2024-05-01 10:56:00.000 +0530
ship_9,30.271387,-15.089971,17,2024-05-01 10:55:00.000 +0530
ship_9,30.267401,-15.091371,17.3,2024-05-01 10:54:00.000 +0530
ship_9,30.263439,-15.092798,17.7,2024-05-01 10:53:00.000 +0530
ship_9,30.259556,-15.094323,17.8,2024-05-01 10:52:00.000 +0530
ship_9,30.255627,-15.095814,17.9,2024-05-01 10:51:00.000 +0530
ship_9,30.251711,-15.097281,17.7,2024-05-01 10:50:00.000 +0530
ship_9,30.247801,-15.098674,17.4,2024-05-01 10:49:00.000 +0530
